Subject_ID,Subject_Description,Keywords
2699,Ethnocentrism,"feelings of superiority, Ethnocentrism"
2700,Wealth/poverty of parents,"financial situation, family assets, Wealth/poverty of parents"
2701,Net wealth,"assets + debts, capital, Net wealth"
2702,Mental health of parents,"parents depression, Mental health of parents"
2703,Services,"help, Services"
2704,Economic competitiveness of nation,", Economic competitiveness of nation"
2705,Change average household income in nation,"income progress, decline, Change average household income in nation"
2706,Distance to adult children,"far away, close by, Distance to adult children"
2708,Shape of relationship,"declining utility, linear, non-linear, u-shaped, l-shaped, convex, pattern, Shape of relationship"
2709,Multiple jobs,"portfolio workers, mono worker, Multiple jobs"
2710,Concerns in nation,"interest, worry, Concerns in nation"
2711,Topics of interest in media and internet searches,"popular subjects, Topics of interest in media and internet searches"
2712,Home amenities,"furniture, Home amenities"
2713,Geography in nation,"geography, natural conditions, Geography in nation"
2714,Humor therapy,"laughing, Humor therapy"
2715,Private transfers,"gifts, income support, Private transfers"
2716,Effects on use of stimulants,"addiction, alcohol, drugs, dependency, Effects on use of stimulants"
2717,EU membership of nation,"European Union, EU membership of nation"
2718,Attitude to life-style issues,"way of life, Attitude to life-style issues"
2719,Attitude to money,"consumption, debts, spending,, Attitude to money"
2720,Satisfaction with opportunity for activities,", Satisfaction with opportunity for activities"
2721,Inequality of happiness in parts of the world,"divergence, spread, Inequality of happiness in parts of the world"
2722,Aggression,"anger, intentional harm, violent, Aggression"
2723,First job,", First job"
2724,School leave,"diploma, exam, School leave"
2725,Happiness in migrants,"emigrants, immigrants, foreigner, Happiness in migrants"
2726,Minimum wage,", Minimum wage"
2727,Attitude to nuclear power,"sustainable energy, Attitude to nuclear power"
2728,Shape of relationship with correlate of happiness,"convex, curvilinear, declining, linear, marginal utility, Shape of relationship with correlate of happiness"
2729,Trust in institutions,"cynical, distrust, Trust in institutions"
2734,Intrinsic motivation,"authentic, extrinsic, self-driven other-driven, Intrinsic motivation"
2735,satisfaction with college/university life,"student life, satisfaction with college/university life"
2736,Innovation in nation,"creativeness, R&D, Innovation in nation"
2737,Inborn dispositions,"genotype, conditions during pregnancy, Inborn dispositions"
2739,Austerity,"cut government expenses, raise tax, Austerity"
2740,Internet penetration in nation,"broadband, Internet penetration in nation"
2741,HLY+ variants,"Happy Planet Index, environmentally responsible happy nation Index, WELBY, HLY+ variants"
2742,Healthy eating,"diet, food, low fat, fruits and vegetables, Healthy eating"
2743,Perfectionism,", Perfectionism"
2744,Quality of life,"good life, Quality of life"
2745,Dance therapy,"movement, music, Dance therapy"
2746,Pay,"salary, rewards, fringe benefits, Pay"
2747,Satisfaction with travel,"commute, mobility, Satisfaction with travel"
2748,Effects on satisfaction,"top-down effect (vs bottom-up), Effects on satisfaction"
2749,Happiness and Social Interaction,"contacts, Happiness and Social Interaction"
2750,Sharing experiences,"capitalization, Sharing experiences"
2752,Self-other-congruency in view on self,"other rating, congruency with reputation, Self-other-congruency in view on self"
2753,Conspicuous consumption,"keeping up appearance, show-off, status consumption, veblen, Conspicuous consumption"
2754,Demented,"alzheimer, confused, disturbed, Demented"
2755,Fibromyalgia,"chronic muscoscelettal pain (CMP), Fibromyalgia"
2756,Happiness of the least happy,"negative utilitarianism, rawlsian happiness, Happiness of the least happy"
2757,Rehabilitation,"recovery training, Rehabilitation"
2758,Hedonic desires,"lust, Hedonic desires"
2759,Vengeance,"feelings of revenge, Vengeance"
2760,Lawyer,"jurist, Lawyer"
2762,Spending priorities,", Spending priorities"
2764,Attitude to immigrants in nation,", Attitude to immigrants in nation"
2765,Parenting style,"socialization, upbringing, training, Parenting style"
2766,Economic freedom in region,", Economic freedom in region"
2768,Urbanization in nation,"city, Urbanization in nation"
2769,Mediators,"causal links, Mediators"
2770,Attachment,"closeness, connected, Attachment"
2771,Effects on resilience,"vulnerability to stress, Effects on resilience"
2772,Physical activity,"exercise, moving, sporting, walking, Physical activity"
2773,Living in Hospice,"dying clinic, Living in Hospice"
2775,Unemployment of parent,"job loss, Unemployment of parent"
2776,Happiness in minorities,"outsider, outgroup, Happiness in minorities"
2777,Happiness in sexual minorities,"LTGB, bisexual, homosexual, transgender, Happiness in sexual minorities"
2778,Acculturation,"adjustment to a new culture, Acculturation"
2779,Advertising in nation,"marketing, Advertising in nation"
2780,Attitude to marketing,"advertisement, Attitude to marketing"
2781,Extraction industry in region,"mining, oil, Extraction industry in region"
2782,Different weights,", Different weights"
2783,Liquidity,"cash, Liquidity"
2784,Alcohol consumption of parents,"drinking, Alcohol consumption of parents"
2785,Interests,"information seeking, Interests"
2786,Happiness in high performers,"achievers, excel, successful, top, Happiness in high performers"
2787,High IQ,"genius, smart, High IQ"
2788,Top sporter,"high ranking, winner, Top sporter"
2789,Decisive,"ambivalent, regret, Decisive"
2790,Job protection,"tenure, Job protection"
2791,Attitude to own (return)migration,", Attitude to own (return)migration"
2792,Over/under qualified for job,"over educated, under educated, Over/under qualified for job"
2793,Effects on procreation,"family planning, having children, Effects on procreation"
2794,Nudism,"FKK (Frei Körper Kultur), Nudism"
2796,Bridge job,"in between job, pre-retirement demotion, Bridge job"
2797,Optimal mix of conditions,"interaction, strengthen, Optimal mix of conditions"
2798,Nursing home residents,"institutional living, patients, Nursing home residents"
2799,Gardening therapy,"horticultural therapy, Gardening therapy"
2800,Vulnerability for focal value choice,"extreme options, mid option, Vulnerability for focal value choice"
2801,Sex workers,"prostitute, whore, gigolo, hooker, Sex workers"
2802,Use in marketing,"advertisement, product promotion, Use in marketing"
2803,Use of alternative medicine,", Use of alternative medicine"
2804,Want more/less work,"over employment, under employment, Want more/less work"
2805,Post retirement work,", Post retirement work"
2806,Love styles,", Love styles"
2807,Urban planning,"city design, Urban planning"
2808,Workfare,"subsidized work, Workfare"
2809,Fair trade agriculture,"sustainable agriculture, Fair trade agriculture"
2810,Commitment to goals,"persistence, Commitment to goals"
2811,Persistence,"dedicated, Persistence"
2812,Impulsive (vs inhibited),"unconsidered, inpatient, Impulsive (vs inhibited)"
2813,Dominant,"not shy, Dominant"
2814,Psychopathy (ICD code F60.2),"anti-social personality, Psychopathy (ICD code F60.2)"
2815,Statistical analysis (other than standard correlational),"quantitative analysis, Statistical analysis (other than standard correlational)"
2816,Attitude to local tourism,", Attitude to local tourism"
2817,Rumination,"circular negative thought, Rumination"
2818,Work motivation training,"calling, mission, work involvement, purpose, Work motivation training"
2819,Effects on functional health,"not handicapped, Effects on functional health"
2820,Victimization,"traumatic event, Victimization"
2821,Victim of war,"displaced, refugee, war invalid, Victim of war"
2822,Automobile use in nation,"car penetration, Automobile use in nation"
2823,Reciprocity,"balanced relationship, Reciprocity"
2824,Demography in vicinity,"population composition, Demography in vicinity"
2825,Immigration in vicinity,"local influx, Immigration in vicinity"
2826,Sexual disfunction,", Sexual disfunction"
2827,Acceptance of happiness as a policy goal,", Acceptance of happiness as a policy goal"
2828,Balance of support,", Balance of support"
2829,Oral cancer,"cancer of mouth, throat, salivary gland, Oral cancer"
2831,Eating,", Eating"
2832,Transplantation,"organ transplant, Transplantation"
2833,Estimating average experience,"retrospective, Estimating average experience"
2834,Happiness in region,", Happiness in region"
2835,Trend inequality (happiness gap) across income groups,", Trend inequality (happiness gap) across income groups"
2836,Autists,"autism, Autists"
2837,Skin color,"race, Skin color"
2838,Work schedule flexibility,"chosen work hours, Work schedule flexibility"
2839,Happiness in ethnic minorities,"race, religion, Happiness in ethnic minorities"
2840,How much happiness is maximally possible?,", How much happiness is maximally possible?"
2841,Ritual marking of life change,"ceremony, rite de passage, Ritual marking of life change"
2842,Stress in childhood,"problems in youth, Stress in childhood"
2843,Attitudes to spouse,", Attitudes to spouse"
2845,Authentic,"real, Authentic"
